id_distrito_local,desc_distrito_local
20,SAN BLAS-CANILLEJAS
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
18,VILLA DE VALLECAS
4,SALAMANCA
4,SALAMANCA
17,VILLAVERDE
17,VILLAVERDE
4,SALAMANCA
4,SALAMANCA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
17,VILLAVERDE
4,SALAMANCA
21,BARAJAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
2,ARGANZUELA
17,VILLAVERDE
2,ARGANZUELA
17,VILLAVERDE
12,USERA
9,MONCLOA-ARAVACA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
1,CENTRO
21,BARAJAS
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
4,SALAMANCA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
14,MORATALAZ
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
20,SAN BLAS-CANILLEJAS
4,SALAMANCA
4,SALAMANCA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
13,PUENTE DE VALLECAS
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
17,VILLAVERDE
17,VILLAVERDE
5,CHAMARTIN
5,CHAMARTIN
4,SALAMANCA
4,SALAMANCA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
1,CENTRO
14,MORATALAZ
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
10,LATINA
10,LATINA
10,LATINA
4,SALAMANCA
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
18,VILLA DE VALLECAS
15,CIUDAD LINEAL
9,MONCLOA-ARAVACA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
12,USERA
12,USERA
12,USERA
12,USERA
12,USERA
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
13,PUENTE DE VALLECAS
5,CHAMARTIN
5,CHAMARTIN
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
21,BARAJAS
21,BARAJAS
1,CENTRO
17,VILLAVERDE
4,SALAMANCA
4,SALAMANCA
5,CHAMARTIN
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
13,PUENTE DE VALLECAS
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
4,SALAMANCA
5,CHAMARTIN
10,LATINA
10,LATINA
10,LATINA
21,BARAJAS
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
17,VILLAVERDE
5,CHAMARTIN
19,VICALVARO
19,VICALVARO
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
15,CIUDAD LINEAL
15,CIUDAD LINEAL
5,CHAMARTIN
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
18,VILLA DE VALLECAS
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
4,SALAMANCA
14,MORATALAZ
11,CARABANCHEL
5,CHAMARTIN
17,VILLAVERDE
4,SALAMANCA
14,MORATALAZ
9,MONCLOA-ARAVACA
10,LATINA
10,LATINA
10,LATINA
10,LATINA
10,LATINA
11,CARABANCHEL
4,SALAMANCA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
9,MONCLOA-ARAVACA
13,PUENTE DE VALLECAS
12,USERA
12,USERA
21,BARAJAS
9,MONCLOA-ARAVACA
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
17,VILLAVERDE
3,RETIRO
3,RETIRO
13,PUENTE DE VALLECAS
15,CIUDAD LINEAL
14,MORATALAZ
9,MONCLOA-ARAVACA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
4,SALAMANCA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
5,CHAMARTIN
20,SAN BLAS-CANILLEJAS
9,MONCLOA-ARAVACA
2,ARGANZUELA
9,MONCLOA-ARAVACA
2,ARGANZUELA
2,ARGANZUELA
18,VILLA DE VALLECAS
3,RETIRO
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
15,CIUDAD LINEAL
4,SALAMANCA
2,ARGANZUELA
21,BARAJAS
20,SAN BLAS-CANILLEJAS
13,PUENTE DE VALLECAS
9,MONCLOA-ARAVACA
14,MORATALAZ
9,MONCLOA-ARAVACA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
14,MORATALAZ
15,CIUDAD LINEAL
15,CIUDAD LINEAL
11,CARABANCHEL
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
5,CHAMARTIN
5,CHAMARTIN
3,RETIRO
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
4,SALAMANCA
4,SALAMANCA
1,CENTRO
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
11,CARABANCHEL
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
3,RETIRO
14,MORATALAZ
3,RETIRO
3,RETIRO
1,CENTRO
1,CENTRO
20,SAN BLAS-CANILLEJAS
14,MORATALAZ
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
3,RETIRO
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
20,SAN BLAS-CANILLEJAS
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
4,SALAMANCA
17,VILLAVERDE
10,LATINA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
17,VILLAVERDE
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
4,SALAMANCA
4,SALAMANCA
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
8,FUENCARRAL-EL PARDO
1,CENTRO
1,CENTRO
8,FUENCARRAL-EL PARDO
4,SALAMANCA
1,CENTRO
4,SALAMANCA
4,SALAMANCA
20,SAN BLAS-CANILLEJAS
10,LATINA
10,LATINA
10,LATINA
4,SALAMANCA
17,VILLAVERDE
4,SALAMANCA
3,RETIRO
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
17,VILLAVERDE
8,FUENCARRAL-EL PARDO
3,RETIRO
10,LATINA
11,CARABANCHEL
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
4,SALAMANCA
4,SALAMANCA
3,RETIRO
4,SALAMANCA
4,SALAMANCA
17,VILLAVERDE
1,CENTRO
5,CHAMARTIN
1,CENTRO
4,SALAMANCA
17,VILLAVERDE
20,SAN BLAS-CANILLEJAS
4,SALAMANCA
9,MONCLOA-ARAVACA
15,CIUDAD LINEAL
15,CIUDAD LINEAL
9,MONCLOA-ARAVACA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
13,PUENTE DE VALLECAS
1,CENTRO
1,CENTRO
1,CENTRO
9,MONCLOA-ARAVACA
13,PUENTE DE VALLECAS
10,LATINA
10,LATINA
5,CHAMARTIN
5,CHAMARTIN
10,LATINA
14,MORATALAZ
18,VILLA DE VALLECAS
20,SAN BLAS-CANILLEJAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
4,SALAMANCA
4,SALAMANCA
5,CHAMARTIN
5,CHAMARTIN
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
4,SALAMANCA
17,VILLAVERDE
14,MORATALAZ
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
10,LATINA
11,CARABANCHEL
2,ARGANZUELA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
4,SALAMANCA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
4,SALAMANCA
17,VILLAVERDE
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
5,CHAMARTIN
5,CHAMARTIN
4,SALAMANCA
10,LATINA
18,VILLA DE VALLECAS
4,SALAMANCA
4,SALAMANCA
1,CENTRO
5,CHAMARTIN
15,CIUDAD LINEAL
15,CIUDAD LINEAL
21,BARAJAS
8,FUENCARRAL-EL PARDO
13,PUENTE DE VALLECAS
17,VILLAVERDE
8,FUENCARRAL-EL PARDO
4,SALAMANCA
2,ARGANZUELA
2,ARGANZUELA
8,FUENCARRAL-EL PARDO
3,RETIRO
4,SALAMANCA
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
8,FUENCARRAL-EL PARDO
10,LATINA
1,CENTRO
1,CENTRO
1,CENTRO
18,VILLA DE VALLECAS
2,ARGANZUELA
4,SALAMANCA
2,ARGANZUELA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
9,MONCLOA-ARAVACA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
11,CARABANCHEL
2,ARGANZUELA
1,CENTRO
18,VILLA DE VALLECAS
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
2,ARGANZUELA
12,USERA
12,USERA
2,ARGANZUELA
15,CIUDAD LINEAL
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
17,VILLAVERDE
2,ARGANZUELA
2,ARGANZUELA
17,VILLAVERDE
17,VILLAVERDE
17,VILLAVERDE
20,SAN BLAS-CANILLEJAS
17,VILLAVERDE
10,LATINA
17,VILLAVERDE
17,VILLAVERDE
20,SAN BLAS-CANILLEJAS
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
2,ARGANZUELA
2,ARGANZUELA
13,PUENTE DE VALLECAS
9,MONCLOA-ARAVACA
2,ARGANZUELA
4,SALAMANCA
5,CHAMARTIN
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
10,LATINA
4,SALAMANCA
13,PUENTE DE VALLECAS
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
4,SALAMANCA
4,SALAMANCA
12,USERA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
6,TETUAN
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
