id_distrito_local,desc_distrito_local
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
2,ARGANZUELA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
1,CENTRO
1,CENTRO
4,SALAMANCA
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
14,MORATALAZ
4,SALAMANCA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
2,ARGANZUELA
2,ARGANZUELA
17,VILLAVERDE
5,CHAMARTIN
13,PUENTE DE VALLECAS
11,CARABANCHEL
11,CARABANCHEL
11,CARABANCHEL
15,CIUDAD LINEAL
2,ARGANZUELA
2,ARGANZUELA
2,ARGANZUELA
18,VILLA DE VALLECAS
15,CIUDAD LINEAL
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
1,CENTRO
2,ARGANZUELA
10,LATINA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
13,PUENTE DE VALLECAS
11,CARABANCHEL
1,CENTRO
1,CENTRO
1,CENTRO
2,ARGANZUELA
4,SALAMANCA
15,CIUDAD LINEAL
15,CIUDAD LINEAL
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
12,USERA
10,LATINA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
4,SALAMANCA
20,SAN BLAS-CANILLEJAS
8,FUENCARRAL-EL PARDO
2,ARGANZUELA
19,VICALVARO
9,MONCLOA-ARAVACA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
18,VILLA DE VALLECAS
1,CENTRO
1,CENTRO
1,CENTRO
13,PUENTE DE VALLECAS
2,ARGANZUELA
2,ARGANZUELA
14,MORATALAZ
1,CENTRO
1,CENTRO
1,CENTRO
17,VILLAVERDE
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
6,TETUAN
1,CENTRO
1,CENTRO
1,CENTRO
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
13,PUENTE DE VALLECAS
9,MONCLOA-ARAVACA
4,SALAMANCA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
1,CENTRO
1,CENTRO
1,CENTRO
9,MONCLOA-ARAVACA
18,VILLA DE VALLECAS
15,CIUDAD LINEAL
2,ARGANZUELA
2,ARGANZUELA
6,TETUAN
13,PUENTE DE VALLECAS
9,MONCLOA-ARAVACA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
4,SALAMANCA
13,PUENTE DE VALLECAS
1,CENTRO
1,CENTRO
17,VILLAVERDE
18,VILLA DE VALLECAS
1,CENTRO
5,CHAMARTIN
5,CHAMARTIN
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
15,CIUDAD LINEAL
15,CIUDAD LINEAL
4,SALAMANCA
4,SALAMANCA
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
11,CARABANCHEL
11,CARABANCHEL
11,CARABANCHEL
11,CARABANCHEL
12,USERA
12,USERA
12,USERA
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
9,MONCLOA-ARAVACA
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
12,USERA
12,USERA
12,USERA
1,CENTRO
12,USERA
11,CARABANCHEL
1,CENTRO
1,CENTRO
5,CHAMARTIN
1,CENTRO
1,CENTRO
3,RETIRO
3,RETIRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
1,CENTRO
1,CENTRO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
13,PUENTE DE VALLECAS
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
13,PUENTE DE VALLECAS
12,USERA
12,USERA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
1,CENTRO
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
12,USERA
12,USERA
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
5,CHAMARTIN
12,USERA
4,SALAMANCA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
3,RETIRO
3,RETIRO
3,RETIRO
2,ARGANZUELA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
14,MORATALAZ
12,USERA
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
4,SALAMANCA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
11,CARABANCHEL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
18,VILLA DE VALLECAS
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
19,VICALVARO
8,FUENCARRAL-EL PARDO
10,LATINA
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
2,ARGANZUELA
1,CENTRO
8,FUENCARRAL-EL PARDO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
18,VILLA DE VALLECAS
17,VILLAVERDE
10,LATINA
4,SALAMANCA
1,CENTRO
1,CENTRO
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
18,VILLA DE VALLECAS
6,TETUAN
1,CENTRO
21,BARAJAS
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
6,TETUAN
6,TETUAN
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
9,MONCLOA-ARAVACA
1,CENTRO
5,CHAMARTIN
4,SALAMANCA
17,VILLAVERDE
6,TETUAN
1,CENTRO
1,CENTRO
6,TETUAN
11,CARABANCHEL
9,MONCLOA-ARAVACA
9,MONCLOA-ARAVACA
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
19,VICALVARO
6,TETUAN
1,CENTRO
1,CENTRO
18,VILLA DE VALLECAS
4,SALAMANCA
6,TETUAN
15,CIUDAD LINEAL
8,FUENCARRAL-EL PARDO
1,CENTRO
1,CENTRO
17,VILLAVERDE
12,USERA
12,USERA
3,RETIRO
3,RETIRO
3,RETIRO
4,SALAMANCA
2,ARGANZUELA
3,RETIRO
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
20,SAN BLAS-CANILLEJAS
1,CENTRO
1,CENTRO
11,CARABANCHEL
4,SALAMANCA
11,CARABANCHEL
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
18,VILLA DE VALLECAS
3,RETIRO
3,RETIRO
14,MORATALAZ
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
19,VICALVARO
6,TETUAN
6,TETUAN
15,CIUDAD LINEAL
15,CIUDAD LINEAL
13,PUENTE DE VALLECAS
1,CENTRO
1,CENTRO
1,CENTRO
12,USERA
12,USERA
8,FUENCARRAL-EL PARDO
6,TETUAN
17,VILLAVERDE
2,ARGANZUELA
20,SAN BLAS-CANILLEJAS
4,SALAMANCA
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
14,MORATALAZ
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
9,MONCLOA-ARAVACA
12,USERA
17,VILLAVERDE
17,VILLAVERDE
21,BARAJAS
8,FUENCARRAL-EL PARDO
5,CHAMARTIN
5,CHAMARTIN
8,FUENCARRAL-EL PARDO
9,MONCLOA-ARAVACA
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
9,MONCLOA-ARAVACA
1,CENTRO
1,CENTRO
1,CENTRO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
17,VILLAVERDE
17,VILLAVERDE
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
15,CIUDAD LINEAL
15,CIUDAD LINEAL
1,CENTRO
15,CIUDAD LINEAL
1,CENTRO
1,CENTRO
1,CENTRO
4,SALAMANCA
4,SALAMANCA
4,SALAMANCA
1,CENTRO
15,CIUDAD LINEAL
13,PUENTE DE VALLECAS
15,CIUDAD LINEAL
9,MONCLOA-ARAVACA
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
1,CENTRO
11,CARABANCHEL
6,TETUAN
4,SALAMANCA
1,CENTRO
9,MONCLOA-ARAVACA
9,MONCLOA-ARAVACA
9,MONCLOA-ARAVACA
9,MONCLOA-ARAVACA
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
15,CIUDAD LINEAL
15,CIUDAD LINEAL
13,PUENTE DE VALLECAS
11,CARABANCHEL
11,CARABANCHEL
2,ARGANZUELA
10,LATINA
1,CENTRO
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
17,VILLAVERDE
4,SALAMANCA
15,CIUDAD LINEAL
6,TETUAN
17,VILLAVERDE
2,ARGANZUELA
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
13,PUENTE DE VALLECAS
5,CHAMARTIN
5,CHAMARTIN
20,SAN BLAS-CANILLEJAS
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
15,CIUDAD LINEAL
15,CIUDAD LINEAL
20,SAN BLAS-CANILLEJAS
10,LATINA
6,TETUAN
12,USERA
12,USERA
4,SALAMANCA
1,CENTRO
1,CENTRO
10,LATINA
10,LATINA
11,CARABANCHEL
11,CARABANCHEL
11,CARABANCHEL
13,PUENTE DE VALLECAS
6,TETUAN
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
13,PUENTE DE VALLECAS
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
15,CIUDAD LINEAL
15,CIUDAD LINEAL
15,CIUDAD LINEAL
10,LATINA
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
19,VICALVARO
19,VICALVARO
3,RETIRO
9,MONCLOA-ARAVACA
13,PUENTE DE VALLECAS
4,SALAMANCA
15,CIUDAD LINEAL
10,LATINA
11,CARABANCHEL
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
8,FUENCARRAL-EL PARDO
15,CIUDAD LINEAL
4,SALAMANCA
3,RETIRO
6,TETUAN
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
4,SALAMANCA
4,SALAMANCA
20,SAN BLAS-CANILLEJAS
20,SAN BLAS-CANILLEJAS
5,CHAMARTIN
5,CHAMARTIN
5,CHAMARTIN
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
3,RETIRO
4,SALAMANCA
3,RETIRO
3,RETIRO
